Título|Ano de Publicação|Tipo de Acesso|Tipo de Documento|Assuntos|Idioma|Descrição|Link de Acesso
Flores, votos e balas, o movimento abolicionista brasileiro|||PARTE DE MONOGRAFIA/LIVRO|NEGROS|Português||https://biblio.fflch.usp.br/Alonso_A_3239137_FloresVotosEBalasOMovimentoAbolicionistaBrasileiro.pdf
Arte afro-brasileira: o que é, afinal?|||PARTE DE MONOGRAFIA/LIVRO|NEGROS|Português||https://biblio.fflch.usp.br/Munanga,_K_3239136_ArteAfroBrasileiraOQueEAfinal.pdf
Histórias afro-atlânticas = afro-atlantic histories|||MONOGRAFIA/LIVRO-ED/ORG|NEGROS|Português||
Autoria do Modelo de Domínio de Sistemas Tutores Inteligentes utilizando Inteligência Coletiva|||TESE|COMUNIDADE VIRTUAL|Português||https://doi.org/10.11606/D.55.2024.tde-18032025-103606
Temporal analysis of extracts from the leaves of Eugenia unifora L.: chemistry and antifungal activity|||ARTIGO DE PERIODICO|ANTIFÚNGICOS|Inglês||http://dx.doi.org/10.1007/s40415-025-01075-6
Integration of 3d virtual simulation and extraoral distractors for managing Pierre Robin sequence in a 6-week-old newborn|||TRABALHO DE EVENTO-RESUMO PERIODICO|FISSURA PALATINA|Inglês||
Quality of emergency oncological surgery: time for advanced oncological life support|||ARTIGO DE PERIODICO|CUIDADOS CRÍTICOS|Inglês||https://observatorio.fm.usp.br/handle/OPI/77733
Novel heterogeneous Pd catalysts for cross-coupling reactions in biocompatible media: structural insights from solid-state NMR techniques|||ARTIGO DE PERIODICO|POLÍMEROS (QUÍMICA ORGÂNICA)|Inglês||https://doi.org/10.1002/cctc.202401511
Morfologia média do arco dentário inferior em pacientes ortodônticos: avaliação pelo diagrama individual anatômico objetivo - DIAO|||TRABALHO DE EVENTO-RESUMO|MALOCLUSÃO|Português||
Estudo randomizado do programa dos ciclos adaptado (PROCICLOS-A) na terapia de crianças com transtorno dos sons da fala|||TESE|DISTÚRBIOS DA FALA|Português||https://doi.org/10.11606/D.5.2024.tde-25022025-165212
A teoria da posse no direito civil: gênese, estrutura e função|||TESE|DIREITO ROMANO|Português||https://doi.org/10.11606/T.2.2024.tde-17122024-152737
Influência da dopagem de nióbio fluoretado em um selante comercial|||TRABALHO DE EVENTO-RESUMO|ESMALTE DENTÁRIO|Português||
Hegel e Espinosa: um debate indireto sobre teleologia|||TESE|TELEOLOGIA|Português||https://doi.org/10.11606/D.8.2024.tde-18032025-090353
A robust method for camera calibration in noisy settings based on genetic programming|||TRABALHO DE EVENTO|ENGENHARIA MECÂNICA|Inglês||https://dx.doi.org/10.1109/SMC54092.2024.10831486
História e prudência na Época Moderna: a escrita da história como ferramenta da razão de Estado de Richelieu|||TESE|HISTÓRIA MODERNA|Português||https://doi.org/10.11606/T.8.2024.tde-11022025-104949
Cannabinoid products for pain management: recommendations from the Sao Paulo State Society of Anesthesiology|||ARTIGO DE PERIODICO|RESULTADO DE TRATAMENTO|Inglês||https://observatorio.fm.usp.br/handle/OPI/77732
Por entre as teias da memória: uma análise semiótica do direito ao esquecimento e sua eficácia veridictória|||TESE|SEMIÓTICA|Português||https://doi.org/10.11606/D.8.2024.tde-10022025-105015
Geologia e Filosofia Natural: um debate entre a Teoria da Terra de Buffon e a Geografia física dos enciclopedistas franceses sobre como analisar a Terra no limiar do nascimento da moderna Geologia|||TESE|ILUMINISMO|Português||https://doi.org/10.11606/T.8.2024.tde-13032025-112038
Workflow científico aplicado à modelos ambientais: automatização das classificações ecodinâmicas e análise espaço-temporal|||TESE|PLANEJAMENTO TERRITORIAL|Português||https://doi.org/10.11606/T.8.2024.tde-18022025-121027
Hydronephrosis as a prognostic factor in primary bladder adenocarcinoma: insights from a 15-year tertiary center experience|||ARTIGO DE PERIODICO|ADENOCARCINOMA|Inglês||https://observatorio.fm.usp.br/handle/OPI/77731
Langmuir monolayers and proteoliposomes as models of matrix vesicles involved in biomineralization. [Carta]|||ARTIGO DE PERIODICO-CARTA/EDITORIAL|OSTEOBLASTO|Inglês||https://doi.org/10.1007/s12551-021-00866-x
Microdureza como parâmetro de sinterização para biocerâmica densa de hidroxiapatita bovina: estudo preliminar|||TRABALHO DE EVENTO-RESUMO|BIOMATERIAIS CERÂMICOS|Português||
Amidst the cloud forests of the mountains, three new species of Brazilian Myrceugenia (Myrtaceae) are described|||ARTIGO DE PERIODICO|PASTAGENS|Inglês||http://dx.doi.org/10.11646/phytotaxa.691.2.6
Obesity-dependent molecular alterations in fatal COVID-19: a retrospective postmortem study of metabolomic profile of adipose tissue|||ARTIGO DE PERIODICO|COVID-19|Inglês||https://observatorio.fm.usp.br/handle/OPI/77730
Consolidando-se como disciplina científica... [Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|INDÚSTRIA CULTURAL|Português||
Bipolar electrochemistry-driven wireless drug loading and energy harvesting in conductive hybrid hydrogels|||ARTIGO DE PERIODICO|ELETROQUÍMICA|Inglês||https://dx.doi.org/10.1038/s43246-025-00750-1
Clinical findings related to altered speech intelligibility after orthognathic surgery in patients with cleft lip and palate|||TRABALHO DE EVENTO-RESUMO|FISSURA LÁBIOPALATINA|Inglês||
Parturientes adolescentes em cruzeiro do sul, acre: Características socioeconômicas e obstétricas|||ARTIGO DE PERIODICO|CRUZEIRO DO SUL (AC)|Português||https://doi.org/10.1590/1413-81232024291.02812023
Hormone therapy for sexual function in perimenopausal and postmenopausal women|||ARTIGO DE PERIODICO|DISTÚRBIOS DA FUNÇÃO SEXUAL|Inglês||https://doi.org/10.1002/14651858.CD009672.pub3
Manual de dispositivos de redução de riscos para adaptação às mudanças climáticas|||MONOGRAFIA/LIVRO-ED/ORG|MANUAIS|Português||
Analysis of masticatory function and its relationship with the nutritional status of individuals with Treacher Collins syndrome|||TRABALHO DE EVENTO-RESUMO|DISOSTOSE MANDIBULOFACIAL|Inglês||
Effects of the COVID-19 pandemic on the mental health of pregnant and puerperal women: a systematic review|||ARTIGO DE PERIODICO|COVID-19|Inglês||https://doi.org/10.2174/1874434602115010388
Ru(II)-fenamic-based complexes as promising human ovarian antitumor agents: DNA interaction, cellular uptake, and three-dimensional spheroid models|||ARTIGO DE PERIODICO|GENÉTICA|Inglês||https://doi.org/10.1021/acs.inorgchem.4c04344
O pensamento único nos cursos de economia|||TEXTO NA WEB|HISTÓRIA ECONÔMICA|Português||https://aterraeredonda.com.br/o-pensamento-unico-nos-cursos-de-economia/
Classification of pterygomaxillary suture separation after Le Fort I osteotomy in cleft patients using cone beam computed tomography|||TRABALHO DE EVENTO-RESUMO|SUTURA CIRÚRGICA|Inglês||
O objetivo desse Manual é apresentar subsídios técnicos...[Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|MANUAIS|Português||
Disostose mandibulofacial tipo Bauru: aspectos clínicos e radiográficos|||TRABALHO DE EVENTO-RESUMO|ACONSELHAMENTO GENÉTICO|Português||
A economia deve melhorar em 2025? SIM|||ARTIGO DE JORNAL|PREVISÃO ECONÔMICA|Português||https://www1.folha.uol.com.br/opiniao/2024/12/a-economia-deve-melhorar-em-2025-sim.shtml
Tree diversity increases carbon stocks and fluxes above: but not belowground in a tropical forest experiment|||ARTIGO DE PERIODICO|SOLO FLORESTAL|Inglês||https://doi.org/10.1111/gcb.70089
Electrical signals dataset from fixed-speed and variable-speed synchronous generators under healthy and faulty conditions|||ARTIGO DE PERIODICO|BANCO DE DADOS TEMPORAIS|Inglês||https://doi.org/10.1016/j.dib.2024.111018
Engajamento de usuários brasileiros de bancos digitais|||TRABALHO DE EVENTO|TECNOLOGIA DA INFORMAÇÃO|Português||https://doi.org/10.21714/2177-2576EnANPAD2023
Sim, nós somos assim. [Introdução]|||ARTIGO DE PERIODICO-APRES/INTR|FESTIVAIS|Português||https://mitsp.org/2019/publicacoes/
Hypertensive Disorders of Pregnancy in Western Brazilian Amazon: Associated Factors and Neonatal Outcomes|||ARTIGO DE PERIODICO|DIAGNÓSTICO PRÉ-NATAL|Inglês||https://doi.org/10.1002/ajhb.24026
Corte de gastos, emprego e renda: o que esperar para 2025?|||ARTIGO DE JORNAL|JUROS|Português||https://www.estadao.com.br/economia/jose-pastore/corte-de-gastos-emprego-e-renda-em-2025/
Physical exercise for obesity and T2DM mitigation in polycystic ovary syndrome: the role of adipose tissue|||ARTIGO DE PERIODICO|OBESIDADE|Inglês||http://dx.doi.org/10.20517/mtod.2024.97
Determining molecular-level interactions of carboxyl-functionalized nanodiamonds with bacterial membrane models as the basis for antimicrobial activity|||ARTIGO DE PERIODICO|LIPOPROTEÍNAS|Inglês||https://doi.org/10.1021/acs.langmuir.4c05173
Grupo de desenvolvimento profissional: uma ferramenta para apoiar a autonomia dos estudantes da escola pública|||TRABALHO DE EVENTO|ESCOLA PÚBLICA|Português||
Intersecções estéticas e pedagógicas dos Satyros|||PARTE DE MONOGRAFIA/LIVRO|COMPANHIAS TEATRAIS|Português||
Fim da jornada de trabalho 6×1 está ligado a questões de saúde física e mental. [Entrevista]|||APRESENTACAO SONORA/CENICA/ENTREVISTA|JORNADA DE TRABALHO|Português||https://jornal.usp.br/wp-content/uploads/2024/12/PEC-JORNADA-DE-TRABALHO-6-X-1_PROFo_ARNALDO-NOGUEIRA_EDITADA-1.mp3
Análise dos aspectos metodológicos nas cinco primeiras edições do ENEQ (1982-1990)|||TRABALHO DE EVENTO|EVENTOS|Português||https://www.even3.com.br/anais/xxii-encontro-nacional-de-ensino-de-quimica-397660/818893-analise-dos-aspectos-metodologicos-nas-cinco-primeiras-edicoes-do-eneq-(1982-1990)/
Administração escolar na obra de Lourenço Filho... [Prefácio]|||PARTE DE MONOGRAFIA/LIVRO-APRES/PREF/POSF|POLÍTICA EDUCACIONAL|Português||
Uso mimético do som, da métrica e da ordem das palavras nas odes de Horácio|||ARTIGO DE PERIODICO|ODE|Português||https://biblio.fflch.usp.br/Hasegawa_A_3239030_UsoMimeticoDoSomDaMetricaEDaOrdemDasPalavras.pdf
Determination of the critical cooling rate for quasicrystal formation in a gas-atomized Al90Cu4Fe2Cr4 (%at) alloy|||ARTIGO DE PERIODICO|MATERIAIS|Inglês||http://dx.doi.org/10.1007/s13632-025-01175-5
Levantamento e análise de trabalhos da base de dados Scielo com Qualis A1 que trazem textos de Educação, Química e Bourdieu, com potencial para Formação de Professores de Química|||TRABALHO DE EVENTO|BASES DE DADOS|Português||
Análise da Disparidade Salarial entre Gêneros no Brasil: Uma Abordagem Estatística|||TESE|MODELOS LINEARES GENERALIZADOS|Português||https://doi.org/10.11606/D.55.2024.tde-17032025-192127
Towards a global understanding of tree mortality|||ARTIGO DE PERIODICO|SENSORIAMENTO REMOTO|Inglês||https://nph.onlinelibrary.wiley.com/doi/epdf/10.1111/nph.20407
Análise de textos argumentativos de graduandos em química sobre a temática biofilmes na conservação de frutas|||TRABALHO DE EVENTO-RESUMO|BIOFILMES|Português||
Beyond catalyst design for the electrochemical nitrogen reduction reaction: the crucial role of water availability in the electrolyte composition|||ARTIGO DE PERIODICO|ELETROQUÍMICA|Inglês||https://dx.doi.org/10.1016/j.electacta.2025.145842
Editorial: Recent advances in basic and translational osteoimmunology|||ARTIGO DE PERIODICO-CARTA/EDITORIAL|OSSO E OSSOS|Inglês||https://doi.org/10.20945/2359-4292-2024-0401
Processing methods and vulcanization influence on the electrical and mechanical behavior of isoprene rubber/MWCNT composites|||ARTIGO DE PERIODICO|CONDUTIVIDADE ELÉTRICA|Inglês||https://doi.org/10.1177/14777606251321526
Determinação de valores característicos de tenacidade à fratura baseados em análises estatísticas MOTE e distribuição de Weibull|||TESE|FRATURAS|Português||https://www.teses.usp.br/teses/disponiveis/3/3135/tde-06032025-100436/pt-br.php
Age-related changes in DNA methylation in a sample of elderly Brazilians|||ARTIGO DE PERIODICO|IDOSOS|Inglês||https://dx.doi.org/10.1186/s13148-025-01821-3
Émilie/io Doux: trajetória de um ensaiador francês rumo aos trópicos|||MONOGRAFIA/LIVRO|PRODUÇÃO TEATRAL|Português||
Enhancing hydroxychloroquine detection using carbon paste electrode modifed with platinum nanoparticles and MWCNTs|||ARTIGO DE PERIODICO|PLATINA|Inglês||https://doi.org/10.1007/s10800-025-02293-2
Ferramenta para design de conversor formador de rede aplicado à geração eólica offshore para alimentação de uma unidade FPSO|||TESE|CONVERSORES ELÉTRICOS|Português||https://www.teses.usp.br/teses/disponiveis/3/3143/tde-14032025-081008/pt-br.php
Métodos para melhoria do desempenho de redes neurais profundas em previsão de séries temporais|||TESE|REDES NEURAIS|Português||https://www.teses.usp.br/teses/disponiveis/3/3142/tde-14032025-074402/pt-br.php
Cerâmica Maxakali: cadeia operatória e sistema técnico|||PARTE DE MONOGRAFIA/LIVRO|MAXAKALI|Português||
Dois povos Jê: cadeias operatórias, sistemas técnicos e análises arqueométricas de assentamentos dos Caiapó Meridionais e Kaingang do centro-norte de São Paulo|||PARTE DE MONOGRAFIA/LIVRO|INDÍGENAS|Português||
Diagnóstico de mamografias utilizando múltiplas vistas com redes neurais profundas|||TESE|REDES NEURAIS|Português||https://www.teses.usp.br/teses/disponiveis/3/3142/tde-14032025-073816/pt-br.php
Em defesa da caminhada e do uso de bicicleta como deslocamento no Brasil|||ARTIGO DE PERIODICO|CICLISMO|Inglês||http://dx.doi.org/10.1590/0102-311XPT099324
Woody plant composition, diversity and conservation status of a protected area in the transition zone of Ghana|||ARTIGO DE PERIODICO|TURISMO|Inglês||https://research.wur.nl/en/publications/woody-plant-composition-diversity-and-conservation-status-of-a-pr
Projeto quebra anzol, Minas Gerais, e a temporalidade: do Holoceno médio ao século XIX|||PARTE DE MONOGRAFIA/LIVRO|SÍTIOS ARQUEOLÓGICOS|Português||
Adequação do uso e ocupação do solo em áreas suscetíveis a inundações com apoio de método de chuva sobre malha bidimensional|||TESE|PLANO DIRETOR|Português||https://www.teses.usp.br/teses/disponiveis/3/3147/tde-18032025-072940/pt-br.php
Refino do grão austenítico da estrutura bruta de solidificação do aço Hadfield pela adição de Hf|||TESE|REFINO|Português||https://www.teses.usp.br/teses/disponiveis/3/3133/tde-13032025-100220/pt-br.php
Porous anisotropic N,O-carboxymethyl chitosan/alginate and O-carboxymethyl chitosan/alginate scaffolds for regenerative medicine|||TESE|QUITOSANA|Inglês||https://www.teses.usp.br/teses/disponiveis/3/3137/tde-13032025-095648/pt-br.php
A proteção penal do meio ambiente do trabalho|||TESE|DIREITO DO TRABALHO|Português||https://doi.org/10.11606/D.2.2024.tde-07012025-184359
Item response theory: autoencoders|||TESE|SIMULAÇÃO (ESTATÍSTICA)|Inglês||https://doi.org/10.11606/D.55.2024.tde-17032025-163109
Identificação de conhecimentos problemáticos e conceitos portais no ensino da Evolução Biológica|||TESE|ENSINO E APRENDIZAGEM|Português||https://doi.org/10.11606/D.81.2024.tde-13032025-174518
Tecnologia da conservação na obra de Lelé: da fabricação digital ao restauro dos CAICs (1990-1994)|||TESE|MANUFATURA|Português||https://doi.org/10.11606/D.16.2024.tde-17122024-124042
Potential Biomarkers Indicating Resistance or Resilience in Experimental Peri-Implant Mucositis: a Systematic Review and Meta-Analysis|||ARTIGO DE PERIODICO|REVISÃO SISTEMÁTICA|Inglês||
The concepts of food defense in a meat seasoning factory: a case study|||TRABALHO DE EVENTO-RESUMO|SEGURANÇA ALIMENTAR|Inglês||https://drive.google.com/file/d/1QWGMtQ82ffMeOJwVi0zP9gcG_s9A9E4z/view
An international benchmark for wind plant wakes from the American WAKE ExperimeNt (AWAKEN)|||ARTIGO DE PERIODICO|BENCHMARKING|Inglês||
A telúrica do talude: Centro Cultural São Paulo|||TESE|ESPAÇO (ESTÉTICA)|Português||https://doi.org/10.11606/D.16.2024.tde-18122024-100757
Caracterização do proteoma mitocondrial de músculos Longissimus lumborum de bovinos Nelore com diferentes faixas de pH final e embalados em atmosfera modificada|||TESE|PROTEÔMICA|Português||https://doi.org/10.11606/T.11.2024.tde-17032025-142458
Liquid-liquid equilibrium of binary ethanol–polyisobutene and ternary ethanol–water–polyisobutene systems under low- and high-pressure conditions: an assessment using the PC-SAFT equation of state|||ARTIGO DE PERIODICO|CANA-DE-AÇÚCAR|Inglês||https://doi.org/10.1016/j.molliq.2024.125987
Revisiting optimal needle size for thyroid fine-needle aspiration cytology: ...[Carta]: not much finer, less non-diagnostic?|||ARTIGO DE PERIODICO-CARTA/EDITORIAL|DIAGNÓSTICO POR IMAGEM|Inglês||https://doi.org/10.1590/1806-9282.20210671
Análise das estratégias passivas de conforto térmico no Hospital Universitário da UFSCar|||ARTIGO DE PERIODICO|CONFORTO TÉRMICO|Português||https://periodicos.unb.br/index.php/paranoa/article/view/53250
Análise de estabilidade linear do escoamento de um fluido do tipo Giesekus: camada limite e bolha de separação laminar|||TESE|MÉTODOS NUMÉRICOS|Português||https://doi.org/10.11606/T.55.2024.tde-17032025-140244
Makeup Usage in Women Is Positively Associated to Narcissism and Extraversion but Negatively to Psychopathy|||ARTIGO DE PERIODICO|NARCISISMO|Inglês||https://doi.org/10.1007/s10508-024-02974-7
Microneedling in the Treatment of Post-burn Hypertrophic Scars|||ARTIGO DE PERIODICO|FERIMENTOS E LESÕES|Inglês||https://observatorio.fm.usp.br/handle/OPI/77729
